"away","home","date","as","hs","season","hsym","asym","guid","lk"
"Brooklyn Nets","Oklahoma City Thunder",2013-01-02,110,93,2013,"OKC","BRK","OKCBRK20130102","201301020OKC"
"Chicago Bulls","Orlando Magic",2013-01-02,96,94,2013,"ORL","CHI","ORLCHI20130102","201301020ORL"
"Dallas Mavericks","Miami Heat",2013-01-02,109,119,2013,"MIA","DAL","MIADAL20130102","201301020MIA"
"Los Angeles Clippers","Golden State Warriors",2013-01-02,94,115,2013,"GSW","LAC","GSWLAC20130102","201301020GSW"
"Memphis Grizzlies","Boston Celtics",2013-01-02,93,83,2013,"BOS","MEM","BOSMEM20130102","201301020BOS"
"Minnesota Timberwolves","Utah Jazz",2013-01-02,84,106,2013,"UTA","MIN","UTAMIN20130102","201301020UTA"
"New Orleans Hornets","Houston Rockets",2013-01-02,92,104,2013,"HOU","NOH","HOUNOH20130102","201301020HOU"
"Philadelphia 76ers","Phoenix Suns",2013-01-02,89,95,2013,"PHO","PHI","PHOPHI20130102","201301020PHO"
"Portland Trail Blazers","Toronto Raptors",2013-01-02,79,102,2013,"TOR","POR","TORPOR20130102","201301020TOR"
"Sacramento Kings","Cleveland Cavaliers",2013-01-02,97,94,2013,"CLE","SAC","CLESAC20130102","201301020CLE"
"San Antonio Spurs","Milwaukee Bucks",2013-01-02,117,110,2013,"MIL","SAS","MILSAS20130102","201301020MIL"
"Washington Wizards","Indiana Pacers",2013-01-02,81,89,2013,"IND","WAS","INDWAS20130102","201301020IND"
"Minnesota Timberwolves","Denver Nuggets",2013-01-03,101,97,2013,"DEN","MIN","DENMIN20130103","201301030DEN"
"San Antonio Spurs","New York Knicks",2013-01-03,83,100,2013,"NYK","SAS","NYKSAS20130103","201301030NYK"
"Atlanta Hawks","Detroit Pistons",2013-01-04,84,85,2013,"DET","ATL","DETATL20130104","201301040DET"
"Brooklyn Nets","Washington Wizards",2013-01-04,115,113,2013,"WAS","BRK","WASBRK20130104","201301040WAS"
"Chicago Bulls","Miami Heat",2013-01-04,96,89,2013,"MIA","CHI","MIACHI20130104","201301040MIA"
"Cleveland Cavaliers","Charlotte Bobcats",2013-01-04,106,104,2013,"CHA","CLE","CHACLE20130104","201301040CHA"
"Houston Rockets","Milwaukee Bucks",2013-01-04,115,101,2013,"MIL","HOU","MILHOU20130104","201301040MIL"
"Indiana Pacers","Boston Celtics",2013-01-04,75,94,2013,"BOS","IND","BOSIND20130104","201301040BOS"
"Los Angeles Lakers","Los Angeles Clippers",2013-01-04,102,107,2013,"LAC","LAL","LACLAL20130104","201301040LAC"
"Philadelphia 76ers","Oklahoma City Thunder",2013-01-04,85,109,2013,"OKC","PHI","OKCPHI20130104","201301040OKC"
"Portland Trail Blazers","Memphis Grizzlies",2013-01-04,86,84,2013,"MEM","POR","MEMPOR20130104","201301040MEM"
"Sacramento Kings","Toronto Raptors",2013-01-04,105,96,2013,"TOR","SAC","TORSAC20130104","201301040TOR"
"Utah Jazz","Phoenix Suns",2013-01-04,87,80,2013,"PHO","UTA","PHOUTA20130104","201301040PHO"
"Boston Celtics","Atlanta Hawks",2013-01-05,89,81,2013,"ATL","BOS","ATLBOS20130105","201301050ATL"
"Golden State Warriors","Los Angeles Clippers",2013-01-05,89,115,2013,"LAC","GSW","LACGSW20130105","201301050LAC"
"Houston Rockets","Cleveland Cavaliers",2013-01-05,112,104,2013,"CLE","HOU","CLEHOU20130105","201301050CLE"
"Milwaukee Bucks","Indiana Pacers",2013-01-05,80,95,2013,"IND","MIL","INDMIL20130105","201301050IND"
"New Orleans Hornets","Dallas Mavericks",2013-01-05,99,96,2013,"DAL","NOH","DALNOH20130105","201301050DAL"
"New York Knicks","Orlando Magic",2013-01-05,114,106,2013,"ORL","NYK","ORLNYK20130105","201301050ORL"
"Philadelphia 76ers","San Antonio Spurs",2013-01-05,86,109,2013,"SAS","PHI","SASPHI20130105","201301050SAS"
"Portland Trail Blazers","Minnesota Timberwolves",2013-01-05,102,97,2013,"MIN","POR","MINPOR20130105","201301050MIN"
"Sacramento Kings","Brooklyn Nets",2013-01-05,93,113,2013,"BRK","SAC","BRKSAC20130105","201301050BRK"
"Utah Jazz","Denver Nuggets",2013-01-05,91,110,2013,"DEN","UTA","DENUTA20130105","201301050DEN"
"Charlotte Bobcats","Detroit Pistons",2013-01-06,108,101,2013,"DET","CHA","DETCHA20130106","201301060DET"
"Denver Nuggets","Los Angeles Lakers",2013-01-06,112,105,2013,"LAL","DEN","LALDEN20130106","201301060LAL"
"Memphis Grizzlies","Phoenix Suns",2013-01-06,92,81,2013,"PHO","MEM","PHOMEM20130106","201301060PHO"
"Oklahoma City Thunder","Toronto Raptors",2013-01-06,104,92,2013,"TOR","OKC","TOROKC20130106","201301060TOR"
"Washington Wizards","Miami Heat",2013-01-06,71,99,2013,"MIA","WAS","MIAWAS20130106","201301060MIA"
"Boston Celtics","New York Knicks",2013-01-07,102,96,2013,"NYK","BOS","NYKBOS20130107","201301070NYK"
"Cleveland Cavaliers","Chicago Bulls",2013-01-07,92,118,2013,"CHI","CLE","CHICLE20130107","201301070CHI"
"Dallas Mavericks","Utah Jazz",2013-01-07,94,100,2013,"UTA","DAL","UTADAL20130107","201301070UTA"
"Memphis Grizzlies","Sacramento Kings",2013-01-07,113,81,2013,"SAC","MEM","SACMEM20130107","201301070SAC"
"Oklahoma City Thunder","Washington Wizards",2013-01-07,99,101,2013,"WAS","OKC","WASOKC20130107","201301070WAS"
"Orlando Magic","Portland Trail Blazers",2013-01-07,119,125,2013,"POR","ORL","PORORL20130107","201301070POR"
"San Antonio Spurs","New Orleans Hornets",2013-01-07,88,95,2013,"NOH","SAS","NOHSAS20130107","201301070NOH"
"Atlanta Hawks","Minnesota Timberwolves",2013-01-08,103,108,2013,"MIN","ATL","MINATL20130108","201301080MIN"
"Brooklyn Nets","Philadelphia 76ers",2013-01-08,109,89,2013,"PHI","BRK","PHIBRK20130108","201301080PHI"
"Los Angeles Lakers","Houston Rockets",2013-01-08,112,125,2013,"HOU","LAL","HOULAL20130108","201301080HOU"
"Miami Heat","Indiana Pacers",2013-01-08,77,87,2013,"IND","MIA","INDMIA20130108","201301080IND"
"Phoenix Suns","Milwaukee Bucks",2013-01-08,99,108,2013,"MIL","PHO","MILPHO20130108","201301080MIL"
"Atlanta Hawks","Cleveland Cavaliers",2013-01-09,83,99,2013,"CLE","ATL","CLEATL20130109","201301090CLE"
"Dallas Mavericks","Los Angeles Clippers",2013-01-09,93,99,2013,"LAC","DAL","LACDAL20130109","201301090LAC"
"Houston Rockets","New Orleans Hornets",2013-01-09,79,88,2013,"NOH","HOU","NOHHOU20130109","201301090NOH"
"Los Angeles Lakers","San Antonio Spurs",2013-01-09,105,108,2013,"SAS","LAL","SASLAL20130109","201301090SAS"
"Memphis Grizzlies","Golden State Warriors",2013-01-09,94,87,2013,"GSW","MEM","GSWMEM20130109","201301090GSW"
"Milwaukee Bucks","Chicago Bulls",2013-01-09,104,96,2013,"CHI","MIL","CHIMIL20130109","201301090CHI"
"Minnesota Timberwolves","Oklahoma City Thunder",2013-01-09,84,106,2013,"OKC","MIN","OKCMIN20130109","201301090OKC"
"Orlando Magic","Denver Nuggets",2013-01-09,105,108,2013,"DEN","ORL","DENORL20130109","201301090DEN"
"Philadelphia 76ers","Toronto Raptors",2013-01-09,72,90,2013,"TOR","PHI","TORPHI20130109","201301090TOR"
"Phoenix Suns","Boston Celtics",2013-01-09,79,87,2013,"BOS","PHO","BOSPHO20130109","201301090BOS"
"Utah Jazz","Charlotte Bobcats",2013-01-09,112,102,2013,"CHA","UTA","CHAUTA20130109","201301090CHA"
"Dallas Mavericks","Sacramento Kings",2013-01-10,117,112,2013,"SAC","DAL","SACDAL20130110","201301100SAC"
"Miami Heat","Portland Trail Blazers",2013-01-10,90,92,2013,"POR","MIA","PORMIA20130110","201301100POR"
"New York Knicks","Indiana Pacers",2013-01-10,76,81,2013,"IND","NYK","INDNYK20130110","201301100IND"
"Charlotte Bobcats","Toronto Raptors",2013-01-11,78,99,2013,"TOR","CHA","TORCHA20130111","201301110TOR"
"Chicago Bulls","New York Knicks",2013-01-11,108,101,2013,"NYK","CHI","NYKCHI20130111","201301110NYK"
"Cleveland Cavaliers","Denver Nuggets",2013-01-11,91,98,2013,"DEN","CLE","DENCLE20130111","201301110DEN"
"Detroit Pistons","Milwaukee Bucks",2013-01-11,103,87,2013,"MIL","DET","MILDET20130111","201301110MIL"
"Houston Rockets","Boston Celtics",2013-01-11,91,103,2013,"BOS","HOU","BOSHOU20130111","201301110BOS"
"Minnesota Timberwolves","New Orleans Hornets",2013-01-11,92,104,2013,"NOH","MIN","NOHMIN20130111","201301110NOH"
"Oklahoma City Thunder","Los Angeles Lakers",2013-01-11,116,101,2013,"LAL","OKC","LALOKC20130111","201301110LAL"
"Phoenix Suns","Brooklyn Nets",2013-01-11,79,99,2013,"BRK","PHO","BRKPHO20130111","201301110BRK"
"Portland Trail Blazers","Golden State Warriors",2013-01-11,97,103,2013,"GSW","POR","GSWPOR20130111","201301110GSW"
"San Antonio Spurs","Memphis Grizzlies",2013-01-11,98,101,2013,"MEM","SAS","MEMSAS20130111","201301110MEM"
"Utah Jazz","Atlanta Hawks",2013-01-11,95,103,2013,"ATL","UTA","ATLUTA20130111","201301110ATL"
"Atlanta Hawks","Washington Wizards",2013-01-12,83,93,2013,"WAS","ATL","WASATL20130112","201301120WAS"
"Charlotte Bobcats","Indiana Pacers",2013-01-12,88,96,2013,"IND","CHA","INDCHA20130112","201301120IND"
"Houston Rockets","Philadelphia 76ers",2013-01-12,100,107,2013,"PHI","HOU","PHIHOU20130112","201301120PHI"
"Memphis Grizzlies","Dallas Mavericks",2013-01-12,83,104,2013,"DAL","MEM","DALMEM20130112","201301120DAL"
"Miami Heat","Sacramento Kings",2013-01-12,128,99,2013,"SAC","MIA","SACMIA20130112","201301120SAC"
"Orlando Magic","Los Angeles Clippers",2013-01-12,104,101,2013,"LAC","ORL","LACORL20130112","201301120LAC"
"Phoenix Suns","Chicago Bulls",2013-01-12,97,81,2013,"CHI","PHO","CHIPHO20130112","201301120CHI"
"Utah Jazz","Detroit Pistons",2013-01-12,90,87,2013,"DET","UTA","DETUTA20130112","201301120DET"
"Cleveland Cavaliers","Los Angeles Lakers",2013-01-13,93,113,2013,"LAL","CLE","LALCLE20130113","201301130LAL"
"Golden State Warriors","Denver Nuggets",2013-01-13,105,116,2013,"DEN","GSW","DENGSW20130113","201301130DEN"
"Indiana Pacers","Brooklyn Nets",2013-01-13,86,97,2013,"BRK","IND","BRKIND20130113","201301130BRK"
"Milwaukee Bucks","Toronto Raptors",2013-01-13,107,96,2013,"TOR","MIL","TORMIL20130113","201301130TOR"
"Minnesota Timberwolves","San Antonio Spurs",2013-01-13,88,106,2013,"SAS","MIN","SASMIN20130113","201301130SAS"
"New Orleans Hornets","New York Knicks",2013-01-13,87,100,2013,"NYK","NOH","NYKNOH20130113","201301130NYK"
"Oklahoma City Thunder","Portland Trail Blazers",2013-01-13,87,83,2013,"POR","OKC","POROKC20130113","201301130POR"
"Atlanta Hawks","Chicago Bulls",2013-01-14,58,97,2013,"CHI","ATL","CHIATL20130114","201301140CHI"
"Charlotte Bobcats","Boston Celtics",2013-01-14,89,100,2013,"BOS","CHA","BOSCHA20130114","201301140BOS"
"Cleveland Cavaliers","Sacramento Kings",2013-01-14,118,124,2013,"SAC","CLE","SACCLE20130114","201301140SAC"
"Los Angeles Clippers","Memphis Grizzlies",2013-01-14,99,73,2013,"MEM","LAC","MEMLAC20130114","201301140MEM"
"Miami Heat","Utah Jazz",2013-01-14,97,104,2013,"UTA","MIA","UTAMIA20130114","201301140UTA"
"Minnesota Timberwolves","Dallas Mavericks",2013-01-14,98,113,2013,"DAL","MIN","DALMIN20130114","201301140DAL"
"Oklahoma City Thunder","Phoenix Suns",2013-01-14,102,90,2013,"PHO","OKC","PHOOKC20130114","201301140PHO"
"Orlando Magic","Washington Wizards",2013-01-14,91,120,2013,"WAS","ORL","WASORL20130114","201301140WAS"
"Indiana Pacers","Charlotte Bobcats",2013-01-15,103,76,2013,"CHA","IND","CHAIND20130115","201301150CHA"
"Los Angeles Clippers","Houston Rockets",2013-01-15,117,109,2013,"HOU","LAC","HOULAC20130115","201301150HOU"
"Milwaukee Bucks","Los Angeles Lakers",2013-01-15,88,104,2013,"LAL","MIL","LALMIL20130115","201301150LAL"
"New Orleans Hornets","Philadelphia 76ers",2013-01-15,111,99,2013,"PHI","NOH","PHINOH20130115","201301150PHI"
"Portland Trail Blazers","Denver Nuggets",2013-01-15,111,115,2013,"DEN","POR","DENPOR20130115","201301150DEN"
"Toronto Raptors","Brooklyn Nets",2013-01-15,106,113,2013,"BRK","TOR","BRKTOR20130115","201301150BRK"
"Brooklyn Nets","Atlanta Hawks",2013-01-16,95,109,2013,"ATL","BRK","ATLBRK20130116","201301160ATL"
"Chicago Bulls","Toronto Raptors",2013-01-16,107,105,2013,"TOR","CHI","TORCHI20130116","201301160TOR"
"Cleveland Cavaliers","Portland Trail Blazers",2013-01-16,93,88,2013,"POR","CLE","PORCLE20130116","201301160POR"
"Denver Nuggets","Oklahoma City Thunder",2013-01-16,97,117,2013,"OKC","DEN","OKCDEN20130116","201301160OKC"
"Houston Rockets","Dallas Mavericks",2013-01-16,100,105,2013,"DAL","HOU","DALHOU20130116","201301160DAL"
"Indiana Pacers","Orlando Magic",2013-01-16,86,97,2013,"ORL","IND","ORLIND20130116","201301160ORL"
"Memphis Grizzlies","San Antonio Spurs",2013-01-16,82,103,2013,"SAS","MEM","SASMEM20130116","201301160SAS"
"Miami Heat","Golden State Warriors",2013-01-16,92,75,2013,"GSW","MIA","GSWMIA20130116","201301160GSW"
"New Orleans Hornets","Boston Celtics",2013-01-16,90,78,2013,"BOS","NOH","BOSNOH20130116","201301160BOS"
"Washington Wizards","Sacramento Kings",2013-01-16,94,95,2013,"SAC","WAS","SACWAS20130116","201301160SAC"
"Los Angeles Clippers","Minnesota Timberwolves",2013-01-17,90,77,2013,"MIN","LAC","MINLAC20130117","201301170MIN"
"Miami Heat","Los Angeles Lakers",2013-01-17,99,90,2013,"LAL","MIA","LALMIA20130117","201301170LAL"
"Milwaukee Bucks","Phoenix Suns",2013-01-17,98,94,2013,"PHO","MIL","PHOMIL20130117","201301170PHO"
"New York Knicks","Detroit Pistons",2013-01-17,102,87,2013,"DET","NYK","DETNYK20130117","201301170DET"
"Atlanta Hawks","Brooklyn Nets",2013-01-18,89,94,2013,"BRK","ATL","BRKATL20130118","201301180BRK"
"Charlotte Bobcats","Orlando Magic",2013-01-18,106,100,2013,"ORL","CHA","ORLCHA20130118","201301180ORL"
"Chicago Bulls","Boston Celtics",2013-01-18,100,99,2013,"BOS","CHI","BOSCHI20130118","201301180BOS"
"Golden State Warriors","San Antonio Spurs",2013-01-18,88,95,2013,"SAS","GSW","SASGSW20130118","201301180SAS"
"Houston Rockets","Indiana Pacers",2013-01-18,95,105,2013,"IND","HOU","INDHOU20130118","201301180IND"
"Oklahoma City Thunder","Dallas Mavericks",2013-01-18,117,114,2013,"DAL","OKC","DALOKC20130118","201301180DAL"
"Sacramento Kings","Memphis Grizzlies",2013-01-18,69,85,2013,"MEM","SAC","MEMSAC20130118","201301180MEM"
"Toronto Raptors","Philadelphia 76ers",2013-01-18,101,108,2013,"PHI","TOR","PHITOR20130118","201301180PHI"
"Washington Wizards","Denver Nuggets",2013-01-18,112,108,2013,"DEN","WAS","DENWAS20130118","201301180DEN"
"Cleveland Cavaliers","Utah Jazz",2013-01-19,98,109,2013,"UTA","CLE","UTACLE20130119","201301190UTA"
"Golden State Warriors","New Orleans Hornets",2013-01-19,116,112,2013,"NOH","GSW","NOHGSW20130119","201301190NOH"
"Houston Rockets","Minnesota Timberwolves",2013-01-19,79,92,2013,"MIN","HOU","MINHOU20130119","201301190MIN"
"Memphis Grizzlies","Chicago Bulls",2013-01-19,85,82,2013,"CHI","MEM","CHIMEM20130119","201301190CHI"
"Milwaukee Bucks","Portland Trail Blazers",2013-01-19,110,104,2013,"POR","MIL","PORMIL20130119","201301190POR"
"Sacramento Kings","Charlotte Bobcats",2013-01-19,97,93,2013,"CHA","SAC","CHASAC20130119","201301190CHA"
"San Antonio Spurs","Atlanta Hawks",2013-01-19,98,93,2013,"ATL","SAS","ATLSAS20130119","201301190ATL"
"Washington Wizards","Los Angeles Clippers",2013-01-19,87,94,2013,"LAC","WAS","LACWAS20130119","201301190LAC"
"Boston Celtics","Detroit Pistons",2013-01-20,88,103,2013,"DET","BOS","DETBOS20130120","201301200DET"
"Dallas Mavericks","Orlando Magic",2013-01-20,111,105,2013,"ORL","DAL","ORLDAL20130120","201301200ORL"
"Los Angeles Lakers","Toronto Raptors",2013-01-20,103,108,2013,"TOR","LAL","TORLAL20130120","201301200TOR"
"Oklahoma City Thunder","Denver Nuggets",2013-01-20,118,121,2013,"DEN","OKC","DENOKC20130120","201301200DEN"
"Brooklyn Nets","New York Knicks",2013-01-21,88,85,2013,"NYK","BRK","NYKBRK20130121","201301210NYK"
"Houston Rockets","Charlotte Bobcats",2013-01-21,100,94,2013,"CHA","HOU","CHAHOU20130121","201301210CHA"
"Indiana Pacers","Memphis Grizzlies",2013-01-21,82,81,2013,"MEM","IND","MEMIND20130121","201301210MEM"
"Los Angeles Clippers","Golden State Warriors",2013-01-21,99,106,2013,"GSW","LAC","GSWLAC20130121","201301210GSW"
"Los Angeles Lakers","Chicago Bulls",2013-01-21,83,95,2013,"CHI","LAL","CHILAL20130121","201301210CHI"
"Minnesota Timberwolves","Atlanta Hawks",2013-01-21,96,104,2013,"ATL","MIN","ATLMIN20130121","201301210ATL"
"Sacramento Kings","New Orleans Hornets",2013-01-21,105,114,2013,"NOH","SAC","NOHSAC20130121","201301210NOH"
"San Antonio Spurs","Philadelphia 76ers",2013-01-21,90,85,2013,"PHI","SAS","PHISAS20130121","201301210PHI"
"Washington Wizards","Portland Trail Blazers",2013-01-21,98,95,2013,"POR","WAS","PORWAS20130121","201301210POR"
"Boston Celtics","Cleveland Cavaliers",2013-01-22,90,95,2013,"CLE","BOS","CLEBOS20130122","201301220CLE"
"Oklahoma City Thunder","Los Angeles Clippers",2013-01-22,109,97,2013,"LAC","OKC","LACOKC20130122","201301220LAC"
"Orlando Magic","Detroit Pistons",2013-01-22,90,105,2013,"DET","ORL","DETORL20130122","201301220DET"
"Philadelphia 76ers","Milwaukee Bucks",2013-01-22,102,110,2013,"MIL","PHI","MILPHI20130122","201301220MIL"
"Atlanta Hawks","Charlotte Bobcats",2013-01-23,104,92,2013,"CHA","ATL","CHAATL20130123","201301230CHA"
"Brooklyn Nets","Minnesota Timberwolves",2013-01-23,91,83,2013,"MIN","BRK","MINBRK20130123","201301230MIN"
"Denver Nuggets","Houston Rockets",2013-01-23,105,95,2013,"HOU","DEN","HOUDEN20130123","201301230HOU"
"Detroit Pistons","Chicago Bulls",2013-01-23,82,85,2013,"CHI","DET","CHIDET20130123","201301230CHI"
"Indiana Pacers","Portland Trail Blazers",2013-01-23,80,100,2013,"POR","IND","PORIND20130123","201301230POR"
"Los Angeles Lakers","Memphis Grizzlies",2013-01-23,93,106,2013,"MEM","LAL","MEMLAL20130123","201301230MEM"
"New Orleans Hornets","San Antonio Spurs",2013-01-23,102,106,2013,"SAS","NOH","SASNOH20130123","201301230SAS"
"Oklahoma City Thunder","Golden State Warriors",2013-01-23,99,104,2013,"GSW","OKC","GSWOKC20130123","201301230GSW"
"Phoenix Suns","Sacramento Kings",2013-01-23,106,96,2013,"SAC","PHO","SACPHO20130123","201301230SAC"
"Toronto Raptors","Miami Heat",2013-01-23,116,123,2013,"MIA","TOR","MIATOR20130123","201301230MIA"
"Washington Wizards","Utah Jazz",2013-01-23,88,92,2013,"UTA","WAS","UTAWAS20130123","201301230UTA"
"Los Angeles Clippers","Phoenix Suns",2013-01-24,88,93,2013,"PHO","LAC","PHOLAC20130124","201301240PHO"
"New York Knicks","Boston Celtics",2013-01-24,89,86,2013,"BOS","NYK","BOSNYK20130124","201301240BOS"
"Toronto Raptors","Orlando Magic",2013-01-24,97,95,2013,"ORL","TOR","ORLTOR20130124","201301240ORL"
"Boston Celtics","Atlanta Hawks",2013-01-25,111,123,2013,"ATL","BOS","ATLBOS20130125","201301250ATL"
"Brooklyn Nets","Memphis Grizzlies",2013-01-25,77,101,2013,"MEM","BRK","MEMBRK20130125","201301250MEM"
"Detroit Pistons","Miami Heat",2013-01-25,88,110,2013,"MIA","DET","MIADET20130125","201301250MIA"
"Golden State Warriors","Chicago Bulls",2013-01-25,87,103,2013,"CHI","GSW","CHIGSW20130125","201301250CHI"
"Houston Rockets","New Orleans Hornets",2013-01-25,100,82,2013,"NOH","HOU","NOHHOU20130125","201301250NOH"
"Milwaukee Bucks","Cleveland Cavaliers",2013-01-25,108,113,2013,"CLE","MIL","CLEMIL20130125","201301250CLE"
"Minnesota Timberwolves","Washington Wizards",2013-01-25,101,114,2013,"WAS","MIN","WASMIN20130125","201301250WAS"
"Oklahoma City Thunder","Sacramento Kings",2013-01-25,105,95,2013,"SAC","OKC","SACOKC20130125","201301250SAC"
"San Antonio Spurs","Dallas Mavericks",2013-01-25,113,107,2013,"DAL","SAS","DALSAS20130125","201301250DAL"
"Utah Jazz","Los Angeles Lakers",2013-01-25,84,102,2013,"LAL","UTA","LALUTA20130125","201301250LAL"
"Brooklyn Nets","Houston Rockets",2013-01-26,106,119,2013,"HOU","BRK","HOUBRK20130126","201301260HOU"
"Chicago Bulls","Washington Wizards",2013-01-26,73,86,2013,"WAS","CHI","WASCHI20130126","201301260WAS"
"Cleveland Cavaliers","Toronto Raptors",2013-01-26,99,98,2013,"TOR","CLE","TORCLE20130126","201301260TOR"
"Golden State Warriors","Milwaukee Bucks",2013-01-26,102,109,2013,"MIL","GSW","MILGSW20130126","201301260MIL"
"Indiana Pacers","Utah Jazz",2013-01-26,110,114,2013,"UTA","IND","UTAIND20130126","201301260UTA"
"Los Angeles Clippers","Portland Trail Blazers",2013-01-26,100,101,2013,"POR","LAC","PORLAC20130126","201301260POR"
"Minnesota Timberwolves","Charlotte Bobcats",2013-01-26,101,102,2013,"CHA","MIN","CHAMIN20130126","201301260CHA"
"New York Knicks","Philadelphia 76ers",2013-01-26,80,97,2013,"PHI","NYK","PHINYK20130126","201301260PHI"
"Phoenix Suns","San Antonio Spurs",2013-01-26,99,108,2013,"SAS","PHO","SASPHO20130126","201301260SAS"
"Sacramento Kings","Denver Nuggets",2013-01-26,93,121,2013,"DEN","SAC","DENSAC20130126","201301260DEN"
"Atlanta Hawks","New York Knicks",2013-01-27,104,106,2013,"NYK","ATL","NYKATL20130127","201301270NYK"
"Detroit Pistons","Orlando Magic",2013-01-27,104,102,2013,"ORL","DET","ORLDET20130127","201301270ORL"
"Miami Heat","Boston Celtics",2013-01-27,98,100,2013,"BOS","MIA","BOSMIA20130127","201301270BOS"
"New Orleans Hornets","Memphis Grizzlies",2013-01-27,91,83,2013,"MEM","NOH","MEMNOH20130127","201301270MEM"
"Oklahoma City Thunder","Los Angeles Lakers",2013-01-27,96,105,2013,"LAL","OKC","LALOKC20130127","201301270LAL"
"Phoenix Suns","Dallas Mavericks",2013-01-27,95,110,2013,"DAL","PHO","DALPHO20130127","201301270DAL"
"Portland Trail Blazers","Los Angeles Clippers",2013-01-27,83,96,2013,"LAC","POR","LACPOR20130127","201301270LAC"
"Charlotte Bobcats","Chicago Bulls",2013-01-28,85,93,2013,"CHI","CHA","CHICHA20130128","201301280CHI"
"Golden State Warriors","Toronto Raptors",2013-01-28,114,102,2013,"TOR","GSW","TORGSW20130128","201301280TOR"
"Houston Rockets","Utah Jazz",2013-01-28,125,80,2013,"UTA","HOU","UTAHOU20130128","201301280UTA"
"Indiana Pacers","Denver Nuggets",2013-01-28,101,102,2013,"DEN","IND","DENIND20130128","201301280DEN"
"Memphis Grizzlies","Philadelphia 76ers",2013-01-28,103,100,2013,"PHI","MEM","PHIMEM20130128","201301280PHI"
"Orlando Magic","Brooklyn Nets",2013-01-28,77,97,2013,"BRK","ORL","BRKORL20130128","201301280BRK"
"Sacramento Kings","Washington Wizards",2013-01-28,96,94,2013,"WAS","SAC","WASSAC20130128","201301280WAS"
"Dallas Mavericks","Portland Trail Blazers",2013-01-29,104,106,2013,"POR","DAL","PORDAL20130129","201301290POR"
"Golden State Warriors","Cleveland Cavaliers",2013-01-29,108,95,2013,"CLE","GSW","CLEGSW20130129","201301290CLE"
"Milwaukee Bucks","Detroit Pistons",2013-01-29,117,90,2013,"DET","MIL","DETMIL20130129","201301290DET"
"New Orleans Hornets","Los Angeles Lakers",2013-01-29,106,111,2013,"LAL","NOH","LALNOH20130129","201301290LAL"
"Charlotte Bobcats","San Antonio Spurs",2013-01-30,78,102,2013,"SAS","CHA","SASCHA20130130","201301300SAS"
"Chicago Bulls","Milwaukee Bucks",2013-01-30,104,88,2013,"MIL","CHI","MILCHI20130130","201301300MIL"
"Detroit Pistons","Indiana Pacers",2013-01-30,79,98,2013,"IND","DET","INDDET20130130","201301300IND"
"Houston Rockets","Denver Nuggets",2013-01-30,110,118,2013,"DEN","HOU","DENHOU20130130","201301300DEN"
"Los Angeles Clippers","Minnesota Timberwolves",2013-01-30,96,90,2013,"MIN","LAC","MINLAC20130130","201301300MIN"
"Los Angeles Lakers","Phoenix Suns",2013-01-30,86,92,2013,"PHO","LAL","PHOLAL20130130","201301300PHO"
"Miami Heat","Brooklyn Nets",2013-01-30,105,85,2013,"BRK","MIA","BRKMIA20130130","201301300BRK"
"New Orleans Hornets","Utah Jazz",2013-01-30,99,104,2013,"UTA","NOH","UTANOH20130130","201301300UTA"
"Orlando Magic","New York Knicks",2013-01-30,97,113,2013,"NYK","ORL","NYKORL20130130","201301300NYK"
"Sacramento Kings","Boston Celtics",2013-01-30,81,99,2013,"BOS","SAC","BOSSAC20130130","201301300BOS"
"Toronto Raptors","Atlanta Hawks",2013-01-30,92,93,2013,"ATL","TOR","ATLTOR20130130","201301300ATL"
"Washington Wizards","Philadelphia 76ers",2013-01-30,84,92,2013,"PHI","WAS","PHIWAS20130130","201301300PHI"
"Dallas Mavericks","Golden State Warriors",2013-01-31,97,100,2013,"GSW","DAL","GSWDAL20130131","201301310GSW"
"Memphis Grizzlies","Oklahoma City Thunder",2013-01-31,89,106,2013,"OKC","MEM","OKCMEM20130131","201301310OKC"
"Chicago Bulls","Brooklyn Nets",2013-02-01,89,93,2013,"BRK","CHI","BRKCHI20130201","201302010BRK"
"Cleveland Cavaliers","Detroit Pistons",2013-02-01,99,117,2013,"DET","CLE","DETCLE20130201","201302010DET"
"Dallas Mavericks","Phoenix Suns",2013-02-01,109,99,2013,"PHO","DAL","PHODAL20130201","201302010PHO"
"Los Angeles Clippers","Toronto Raptors",2013-02-01,73,98,2013,"TOR","LAC","TORLAC20130201","201302010TOR"
"Los Angeles Lakers","Minnesota Timberwolves",2013-02-01,111,100,2013,"MIN","LAL","MINLAL20130201","201302010MIN"
"Miami Heat","Indiana Pacers",2013-02-01,89,102,2013,"IND","MIA","INDMIA20130201","201302010IND"
"Milwaukee Bucks","New York Knicks",2013-02-01,86,96,2013,"NYK","MIL","NYKMIL20130201","201302010NYK"
"New Orleans Hornets","Denver Nuggets",2013-02-01,98,113,2013,"DEN","NOH","DENNOH20130201","201302010DEN"
"Orlando Magic","Boston Celtics",2013-02-01,84,97,2013,"BOS","ORL","BOSORL20130201","201302010BOS"
"Portland Trail Blazers","Utah Jazz",2013-02-01,77,86,2013,"UTA","POR","UTAPOR20130201","201302010UTA"
"Sacramento Kings","Philadelphia 76ers",2013-02-01,80,89,2013,"PHI","SAC","PHISAC20130201","201302010PHI"
